,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year,SENTENCE_DAYS,BOND_AMOUNT
1027,ZZSRWJCJ,05/24/2018,BLACK,M,OTHERS,2018,122,10000
1028,ZZSERSWW,01/11/2018,WHITE,F,OTHERS,2018,183,5000
1029,ZZHCLZRL,05/24/2018,BLACK,M,OTHERS,2018,731,140000
1030,ZZELCZBH,05/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,150000
1031,ZZHLBCZE,05/24/2018,HISPANIC,M,OTHERS,2018,0,3500
1032,ZZHSHRBL,05/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,25500
1033,ZZHBJCEH,05/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,20000
1034,ZZRBSCLE,05/25/2018,HISPANIC,M,OTHERS,2018,244,50000
1035,ZZRCWSLE,02/28/2018,WHITE,M,OTHERS,2018,90,25000
1036,ZZRRRZER,05/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,300000
1037,ZZHESHJB,05/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,55000
1038,ZZSRWJJB,05/25/2018,HISPANIC,M,OTHERS,2018,3653,500000
1039,ZZSRHLHZ,04/03/2018,WHITE,F,OTHERS,2018,90,86100
1040,ZZELZZRR,05/25/2018,BLACK,M,OTHERS,2018,365,210000
1041,ZZHSRREW,05/25/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,274,51000
1042,ZZSEBBJZ,05/25/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,30300
1043,ZZRZSSCS,05/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,30000
1044,ZZHCCHSH,05/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,350000
1045,ZZRHJRRH,05/25/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,40500
1046,ZZELJZLC,05/29/2018,BLACK,M,OTHERS,2018,0,80000
1047,ZZRCZSWB,05/29/2018,BLACK,M,OTHERS,2018,50,25000
1048,ZZSRSSZW,02/01/2018,WHITE,M,OTHERS,2018,0,450000
1049,ZZRLHSJS,05/29/2018,WHITE,M,OTHERS,2018,90,750
1050,ZZRBRWCW,05/29/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,761,160500
1051,ZZHBCHJL,05/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,2557,402500
1052,ZZRRELJJ,05/29/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,30,50000
1053,ZZSZRJBR,05/29/2018,BLACK,M,OTHERS,2018,0,100000
1054,ZZHJEREH,05/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,1
1055,ZZELJBJJ,05/29/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,183,150000
1056,ZZRSBEEW,05/29/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,213,10000
1057,ZZHCSBEW,03/08/2018,WHITE,M,OTHERS,2018,1096,15000
1058,ZZSERWWS,05/02/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,371000
1059,ZZSEJSEW,05/29/2018,HISPANIC,M,OTHERS,2018,548,101000
1060,ZZSREWHZ,05/29/2018,BLACK,M,OTHERS,2018,731,500500
1061,ZZHHJWJJ,05/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,276,10500
1062,ZZHLSCHE,05/30/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,105100
1063,ZZSZCCLC,05/30/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,50000
1064,ZZHRHCLE,05/30/2018,BLACK,M,OTHERS,2018,0,96000
1065,ZZHHSLHZ,05/08/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,761,140000
1066,ZZSEBSCJ,05/30/2018,HISPANIC,M,OTHERS,2018,0,135000
1067,ZZSRLZLL,05/30/2018,WHITE,M,OTHERS,2018,45,25000
1068,ZZSZREWR,02/28/2018,WHITE,M,OTHERS,2018,30,42000
1069,ZZRZJJZW,05/30/2018,HISPANIC,M,OTHERS,2018,913,50000
1070,ZZHSZLBC,05/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,350000
1071,ZZSEBBEE,05/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,57500
1072,ZZSRLZWL,05/30/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1278,103000
1073,ZZRZWSWL,05/30/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,183,110000
1074,ZZHJCSEJ,05/30/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018,1461,125000
1075,ZZSRWCRJ,05/30/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,1096,251000
1076,ZZSRWBBB,05/17/2018,HISPANIC,F,"ASSAULT, FIRST DEGREE                 BF",2018,2922,1000100
1077,ZZHZHCRZ,05/31/2018,BLACK,M,OTHERS,2018,913,765000
1078,ZZSERECW,05/31/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
1079,ZZELWJCZ,05/31/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,548,50000
1080,ZZEWZCRC,05/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,27000
1081,ZZSECJEE,05/30/2018,HISPANIC,M,OTHERS,2018,1461,175000
1082,ZZZSSCLJ,05/31/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,15000
1083,ZZRJCZBC,05/02/2018,BLACK,M,OTHERS,2018,45,500
1084,ZZSRLZBC,05/31/2018,HISPANIC,M,OTHERS,2018,1826,75000
1085,ZZHSRLCH,03/31/2018,WHITE,M,OTHERS,2018,761,35000
1086,ZZHSEZBB,06/01/2018,HISPANIC,M,OTHERS,2018,457,450000
1087,ZZSRWEZJ,03/23/2018,HISPANIC,M,OTHERS,2018,0,75000
1088,ZZERRJEC,06/01/2018,WHITE,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,731,751000
1089,ZZECECSB,06/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,41000
1090,ZZEHBRBJ,06/01/2018,BLACK,M,OTHERS,2018,0,40000
1091,ZZHCHZZW,06/01/2018,WHITE,M,OTHERS,2018,0,105050
1092,ZZEBRRJE,06/01/2018,BLACK,M,OTHERS,2018,731,46000
1093,ZZHRSHHL,06/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,50000
1094,ZZHHHLCS,06/01/2018,HISPANIC,M,OTHERS,2018,0,75000
1095,ZZRCJLRJ,06/02/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,0,41200
1096,ZZRJREBC,06/04/2018,WHITE,M,OTHERS,2018,0,50250
1097,ZZSZSELL,06/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,15100
1098,ZZSRLESB,06/05/2018,BLACK,F,OTHERS,2018,0,200000
1099,ZZHEJJRC,06/05/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,90,150001
1100,ZZHRZSJZ,06/05/2018,HISPANIC,M,OTHERS,2018,0,85000
1101,ZZHBBCBE,06/04/2018,HISPANIC,M,OTHERS,2018,731,75100
1102,ZZECCWWZ,06/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,105000
1103,ZZSRZSWJ,06/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,40000
1104,ZZHELLSS,06/04/2018,HISPANIC,M,OTHERS,2018,548,95000
1105,ZZSZSJRL,06/04/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,130000
1106,ZZHBLRLR,06/04/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,45000
1107,ZZRSWRSW,06/04/2018,BLACK,M,OTHERS,2018,90,2500
1108,ZZSEZHHS,06/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,17500
1109,ZZELRZJR,06/05/2018,BLACK,M,OTHERS,2018,0,504100
1110,ZZEZZEZL,06/05/2018,BLACK,F,OTHERS,2018,1096,50000
1111,ZZSRLERB,06/04/2018,HISPANIC,M,OTHERS,2018,3653,75000
1112,ZZZJZJZL,06/04/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,20000
1113,ZZSRWWSB,06/05/2018,BLACK,M,OTHERS,2018,0,51500
1114,ZZHBBECJ,06/04/2018,WHITE,M,OTHERS,2018,120,50000
1115,ZZEHCRLR,06/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,107500
1116,ZZHREJLR,06/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,40000
1117,ZZSRLEWW,06/06/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,183,80000
1118,ZZSRRSHC,06/06/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,244,110250
1119,ZZHHBSJB,06/06/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,51206
1120,ZZHWZWHB,06/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,51100
1121,ZZRJJBWE,06/07/2018,HISPANIC,M,OTHERS,2018,365,71000
1122,ZZHHWHBR,06/07/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,548,500200
1123,ZZEEZWEJ,06/07/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,15000
1124,ZZEWCRBB,06/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1644,200000
1125,ZZHWRHEE,06/07/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,100000
1126,ZZHRHSWC,06/07/2018,WHITE,M,OTHERS,2018,0,100500
1127,ZZHZWJLH,06/07/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50000
1128,ZZEZWEHB,06/08/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,102000
1129,ZZHBESWC,04/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,60,350000
1130,ZZSRLEJR,06/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
1131,ZZHCSLZB,06/08/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,5500
1132,ZZHRHJRB,06/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,120,5500
1133,ZZHWWZWR,06/08/2018,HISPANIC,M,OTHERS,2018,365,85000
1134,ZZSRRWBW,06/08/2018,BLACK,M,OTHERS,2018,0,300000
1135,ZZSZSLBW,06/08/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,35000
1136,ZZHRERLJ,05/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,609,150000
1137,ZZHSBRRH,06/08/2018,BLACK,M,OTHERS,2018,0,152500
1138,ZZHCJZEL,06/08/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,10000
1139,ZZHEREWB,06/07/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,2922,200000
1140,ZZHRCEWZ,06/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,50000
1141,ZZSRSBLC,06/11/2018,BLACK,M,OTHERS,2018,548,95050
1142,ZZSRLRRJ,06/11/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,731,150000
1143,ZZSZJCWC,06/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,70000
1144,ZZHEWJCB,06/11/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,548,45000
1145,ZZEWEBER,06/11/2018,HISPANIC,M,OTHERS,2018,183,125000
1146,ZZSRRZLE,06/11/2018,WHITE,F,OTHERS,2018,365,42450
1147,ZZHZRBCR,06/11/2018,BLACK,M,OTHERS,2018,122,6000
1148,ZZSRLREL,06/11/2018,BLACK,M,OTHERS,2018,1096,250000
1149,ZZHZERJL,06/11/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,0,78000
1150,ZZSZJRWB,06/11/2018,BLACK,M,OTHERS,2018,1278,400600
1151,ZZSRLRRR,06/11/2018,HISPANIC,M,OTHERS,2018,304,35000
1152,ZZRSEWRR,06/11/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,274,35500
1153,ZZSRSEZZ,06/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,75,10100
1154,ZZSEESZE,06/11/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,365,10000
1155,ZZEWJBEB,06/07/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,87000
1156,ZZSRZCRH,06/11/2018,WHITE,M,OTHERS,2018,0,210100
1157,ZZHHLRHZ,06/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,20000
1158,ZZRHSEJB,06/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1644,740000
1159,ZZSRLRSB,06/12/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,974,200200
1160,ZZHBRWZR,06/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,310000
1161,ZZSEZSCW,06/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1278,260000
1162,ZZHJLZSL,06/12/2018,BLACK,M,OTHERS,2018,183,30000
1163,ZZSEBEJB,06/12/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,90,110000
1164,ZZRSZWJB,06/12/2018,BLACK,M,OTHERS,2018,365,50000
1165,ZZSRLRSC,06/12/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,500000
1166,ZZHCHBWR,06/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,35000
1167,ZZSRRHEL,06/13/2018,WHITE,M,OTHERS,2018,0,250000
1168,ZZHLWLJZ,06/13/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,50000
1169,ZZSRLRLS,06/13/2018,WHITE,M,OTHERS,2018,365,5000
1170,ZZEHWSWR,06/13/2018,BLACK,M,OTHERS,2018,1644,401000
1171,ZZHWLRBW,06/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,100000
1172,ZZSRSSLJ,06/13/2018,WHITE,M,OTHERS,2018,152,25000
1173,ZZHRWWLJ,06/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1522,400000
1174,ZZRZESWB,06/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,45,50000
1175,ZZSZBRWS,06/14/2018,HISPANIC,M,OTHERS,2018,1461,270000
1176,ZZHBHWHE,06/14/2018,WHITE,M,OTHERS,2018,60,52500
1177,ZZSRLEJL,06/14/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,2250000
1178,ZZHRSZHB,06/14/2018,HISPANIC,M,OTHERS,2018,0,11500
1179,ZZREHLSZ,06/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,15000
1180,ZZHJZBLC,06/14/2018,BLACK,M,OTHERS,2018,60,25000
1181,ZZHWCHJW,06/14/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,670,22500
1182,ZZRBWZCZ,06/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,210000
1183,ZZSRERBE,06/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,15000
1184,ZZRZJWWC,06/15/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,221000
1185,ZZSESBWR,06/15/2018,BLACK,M,OTHERS,2018,0,10200
1186,ZZZJCRBC,06/15/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,365,50000
1187,ZZHEZJJR,06/15/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,212500
1188,ZZHECSES,06/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1065,200000
1189,ZZELJESW,06/15/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,1096,35000
1190,ZZHBHWWZ,06/15/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,150000
1191,ZZHSHJZC,06/15/2018,BLACK,M,OTHERS,2018,0,115000
1192,ZZHLJSEB,06/15/2018,HISPANIC,M,OTHERS,2018,1096,250000
1193,ZZHCSCHL,06/18/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,51000
1194,ZZSRZZRJ,06/18/2018,HISPANIC,M,OTHERS,2018,517,100000
1195,ZZHWWLRZ,06/18/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,11000
1196,ZZSRLHEE,06/18/2018,BLACK,M,OTHERS,2018,274,99950
1197,ZZHLZZZB,06/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,250000
1198,ZZRJESSR,06/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
1199,ZZHJCHBH,04/20/2018,BLACK,M,OTHERS,2018,60,25000
1200,ZZHWBJRC,05/15/2018,HISPANIC,M,OTHERS,2018,731,150000
1201,ZZHBBHBZ,06/18/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,65000
1202,ZZHRBZWW,06/18/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,76000
1203,ZZELLHEL,06/18/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,0,25050
1204,ZZEWHCHR,06/18/2018,HISPANIC,M,OTHERS,2018,183,25000
1205,ZZSRSRRC,06/18/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,183,10000
1206,ZZSRHCHJ,06/18/2018,WHITE,M,OTHERS,2018,45,2550
1207,ZZSRLHRE,06/18/2018,WHITE,F,OTHERS,2018,0,32000
1208,ZZHSWJHB,06/19/2018,BLACK,F,OTHERS,2018,274,60000
1209,ZZRLJHLR,06/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,5000
1210,ZZEHSCBE,06/19/2018,HISPANIC,M,OTHERS,2018,1096,155000
1211,ZZSZEZLH,05/07/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,731,135001
1212,ZZHBBJSS,06/19/2018,WHITE,M,OTHERS,2018,1096,55000
1213,ZZHCCSLL,05/15/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,101500
1214,ZZHJBJER,06/19/2018,WHITE,M,OTHERS,2018,1644,110000
1215,ZZSRRWWE,06/19/2018,WHITE,M,OTHERS,2018,0,25500
1216,ZZSRLHZB,06/18/2018,BLACK,M,OTHERS,2018,365,79000
1217,ZZHHRLHW,06/19/2018,WHITE,M,OTHERS,2018,548,51500
1218,ZZSEWRHS,06/19/2018,HISPANIC,M,OTHERS,2018,2374,195000
1219,ZZRLSHWE,06/19/2018,BLACK,M,OTHERS,2018,0,187000
1220,ZZEHWSLB,06/20/2018,BLACK,M,OTHERS,2018,0,30000
1221,ZZSRLHWZ,06/20/2018,HISPANIC,M,OTHERS,2018,0,300000
1222,ZZSECZLL,06/22/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,183,200100
1223,ZZSZLJSW,06/22/2018,WHITE,M,OTHERS,2018,0,10000
1224,ZZSRHEBJ,06/22/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,183,1485
1225,ZZSECCWJ,06/21/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,120,5000
1226,ZZSZZCLJ,06/21/2018,HISPANIC,M,OTHERS,2018,0,85100
1227,ZZRRWLCJ,06/22/2018,BLACK,M,OTHERS,2018,0,1100000
1228,ZZZJHBLE,03/28/2018,WHITE,M,OTHERS,2018,90,45000
1229,ZZSRLHLW,06/21/2018,WHITE,M,OTHERS,2018,731,145000
1230,ZZRWJBLZ,06/22/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,50000
1231,ZZSECWHE,06/21/2018,WHITE,M,OTHERS,2018,274,166050
1232,ZZZJZELC,06/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,75000
1233,ZZECBZBL,06/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,10000
1234,ZZRLWHJB,06/21/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,40100
1235,ZZERJZRR,06/21/2018,BLACK,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,457,11000
1236,ZZSZBBWC,06/22/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,100000
1237,ZZRWSRBH,06/21/2018,WHITE,M,OTHERS,2018,2192,125000
1238,ZZEWRHLC,04/25/2018,BLACK,M,OTHERS,2018,60,5000
1239,ZZHCZBSJ,06/22/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,183,86000
1240,ZZSRLHJE,06/25/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,183,5000
1241,ZZEHBCRJ,06/25/2018,BLACK,M,OTHERS,2018,244,40000
1242,ZZSRHCJS,06/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,213,15000
1243,ZZREBBRR,06/25/2018,WHITE,M,OTHERS,2018,365,5000
1244,ZZRSCBEE,06/25/2018,HISPANIC,M,OTHERS,2018,0,51000
1245,ZZRWESCC,06/25/2018,WHITE,M,OTHERS,2018,0,6000
1246,ZZRBESJS,06/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,100000
1247,ZZSRLHJJ,06/25/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018,1918,250000
1248,ZZHSHEWJ,06/25/2018,BLACK,M,OTHERS,2018,0,625000
1249,ZZRBWEHJ,06/25/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,55050
1250,ZZEJJJRC,06/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,100000
1251,ZZSEZRHS,06/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,76550
1252,ZZSRLHJH,06/25/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018,2557,150000
1253,ZZRRBZSH,06/25/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,75050
1254,ZZSZJZJW,06/25/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,50000
1255,ZZSRLSZR,06/25/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,32500
1256,ZZSRLELR,06/25/2018,WHITE,M,OTHERS,2018,365,73000
1257,ZZHCZCCB,06/25/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,1096,10300
1258,ZZRRCZJE,03/15/2018,BLACK,M,OTHERS,2018,0,260000
1259,ZZHLZEWH,06/13/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,2922,252480
1260,ZZZBBEBH,06/26/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,913,40200
1261,ZZSEZRRS,06/26/2018,HISPANIC,M,OTHERS,2018,0,100000
1262,ZZRWCBHR,06/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,95000
1263,ZZSRLSEC,06/26/2018,WHITE,M,OTHERS,2018,120,2500
1264,ZZSRLSHZ,06/26/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,913,60000
1265,ZZHJCLRH,05/15/2018,BLACK,M,OTHERS,2018,0,100500
1266,ZZRBWRCB,06/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,547,20000
1267,ZZEERRRS,06/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,150050
1268,ZZSRLSRC,06/26/2018,BLACK,M,OTHERS,2018,0,2000000
1269,ZZSRWBCW,06/26/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,273,15250
1270,ZZRRCECL,06/26/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,122,25500
1271,ZZHLZCLR,06/26/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,15400
1272,ZZSRHHRW,06/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,120,50000
1273,ZZRCWLHB,06/26/2018,HISPANIC,M,OTHERS,2018,0,160700
1274,ZZHEBZSS,06/26/2018,WHITE,F,OTHERS,2018,365,11000
1275,ZZHCREJH,06/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,17000
1276,ZZRZBBJB,06/27/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,200000
1277,ZZRZZZBH,06/27/2018,WHITE,M,OTHERS,2018,731,380000
1278,ZZSRSHCB,05/25/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,731,54475
1279,ZZHWZZJE,06/28/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,609,105200
1280,ZZRWZBJW,06/28/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018,274,22500
1281,ZZSRZBBW,06/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,175000
1282,ZZSRWSBH,04/20/2018,HISPANIC,M,OTHERS,2018,0,250000
1283,ZZRERZJW,06/28/2018,BLACK,M,OTHERS,2018,1096,175100
1284,ZZHJCHRE,06/28/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,1096,125000
1285,ZZRLRRBH,06/28/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,244,270000
1286,ZZHJWLRZ,06/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,10000
1287,ZZHWHELL,06/29/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,57500
1288,ZZSECHHL,06/29/2018,BLACK,M,OTHERS,2018,548,80000
1289,ZZHSJHSE,06/29/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,75000
1290,ZZSZHHRC,06/29/2018,WHITE,M,OTHERS,2018,180,75000
1291,ZZSEJBJJ,06/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,213,20000
1292,ZZRJLRZR,06/29/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,457,540000
1293,ZZHBJSZR,06/29/2018,WHITE,M,OTHERS,2018,0,150000
1294,ZZELBZSL,06/29/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,55000
1295,ZZRZJWCR,06/29/2018,BLACK,M,OTHERS,2018,548,5000
